,Chamber Temperature (C),dT (C),Wet Bulb Depression,Corrected Water Potential (MPa)
2022-05-01 07:00:00,0.44,-0.765,0.18,-0.035149246138148835
2022-05-01 07:30:00,0.64,0.563,0.0,-0.025617710441711464
2022-05-01 08:00:00,1.0,1.261,0.0,-0.04111111111111111
2022-05-01 08:30:00,1.28,1.266,0.0,-0.056666666666666664
2022-05-01 09:00:00,1.67,2.051,0.0,-0.07222222222222222
2022-05-01 09:30:00,2.04,2.075,0.0,-0.08777777777777776
2022-05-01 10:00:00,2.9,3.802,0.0,-0.10333333333333332
2022-05-01 10:30:00,4.13,8.0,0.0,-0.11888888888888885
2022-05-01 11:00:00,5.61,11.742,0.0,-0.13447991963890132
2022-05-01 11:30:00,6.78,8.552,2.272,-0.16431142171524646
2022-05-01 12:00:00,7.77,8.849,2.674,-0.2711697501727006
2022-05-01 12:30:00,8.87,9.176,2.709,-0.1874014196724313
2022-05-01 13:00:00,9.81,9.782,2.882,-0.12378182733453641
2022-05-01 13:30:00,11.26,11.773,3.365,-0.09362650294179847
2022-05-01 14:00:00,10.57,1.176,1.747,-0.5301111480060005
2022-05-01 14:30:00,12.26,21.86,0.0,-0.5248689470089072
2022-05-01 15:00:00,13.3,8.141,3.467,-0.46693826283868545
2022-05-01 15:30:00,14.56,13.074,4.106,-0.5333751119714334
2022-05-01 16:00:00,15.05,13.645,0.0,-0.6165259386225401
2022-05-01 16:30:00,14.01,-0.54,1.744,-0.6430450675906048
2022-05-01 17:00:00,13.87,8.21,3.184,-0.29070108562828945
2022-05-01 17:30:00,16.96,14.293,5.148,-0.25693304831144537
2022-05-01 18:00:00,14.77,-1.641,1.735,-0.7524522713051828
2022-05-01 18:30:00,14.63,12.5,0.0,-0.7531415913732108
2022-05-01 19:00:00,15.98,17.875,0.0,-0.6767555012445216
2022-05-01 19:30:00,15.34,2.702,2.532,-0.6359554067511226
2022-05-01 20:00:00,13.62,-4.543,0.964,-0.835507526943316
2022-05-01 20:30:00,12.07,-6.132,0.559,-0.8995515443185221
2022-05-01 21:00:00,10.62,-7.789,0.33,-1.0035311555059359
2022-05-01 21:30:00,9.36,-8.636,0.202,-1.040098792417609
2022-05-01 22:00:00,8.21,-7.314,0.156,-0.877714141824717
2022-05-01 22:30:00,7.08,-7.716,0.116,-0.8793654774059504
2022-05-01 23:00:00,6.0,-7.578,0.063,-0.8278287661472901
2022-05-01 23:30:00,5.07,-7.034,0.059,-0.747841959401427
2022-05-02 00:00:00,4.35,-6.387,0.051,-0.6446959319571121
2022-05-02 00:30:00,3.71,-5.432,0.035,-0.5202942515964941
2022-05-02 01:00:00,3.24,-5.573,0.054,-0.5325563619143308
2022-05-02 01:30:00,2.67,-5.506,0.03,-0.5078287661472902
2022-05-02 02:00:00,2.15,-5.174,0.026,-0.45465371354387407
2022-05-02 02:30:00,1.71,-4.625,0.0,-0.3631803299050709
2022-05-02 03:00:00,1.54,-3.812,0.048,-0.2835971217766202
2022-05-02 03:30:00,1.32,-2.903,0.043,-0.16322782561996357
2022-05-02 04:00:00,1.02,-2.319,0.035,-0.07391512123056072
2022-05-02 04:30:00,1.07,-1.078,0.0,-0.09003430246075585
2022-05-02 05:00:00,1.23,-0.853,0.0,-0.12003166380992847
2022-05-02 05:30:00,1.19,-2.804,0.048,-0.16278728589096783
2022-05-02 06:00:00,0.94,-3.988,0.033,-0.279692555149369
2022-05-02 06:30:00,0.39,-3.541,0.055,-0.2546062178289813
2022-05-02 07:00:00,0.12,-2.95,0.049,-0.17214484734443608
2022-05-02 07:30:00,0.06,-2.149,0.085,-0.10749377245138939
2022-05-02 08:00:00,0.13,-0.827,0.0,-0.10001847055579162
2022-05-02 08:30:00,0.39,0.766,0.0,-0.1
2022-05-02 09:00:00,1.1,3.148,0.0,-0.1
2022-05-02 09:30:00,2.23,6.055,0.0,-0.1
2022-05-02 10:00:00,3.75,8.883,0.0,-0.1
2022-05-02 10:30:00,5.59,12.614,0.0,-0.10007124357233908
2022-05-02 11:00:00,7.43,12.401,3.058,-0.12883406121182778
2022-05-02 11:30:00,8.96,9.988,3.187,-0.34976116007088076
2022-05-02 12:00:00,10.03,8.3,3.092,-0.4563184413969038
2022-05-02 12:30:00,11.17,8.162,3.437,-0.5696318661803395
2022-05-02 13:00:00,12.12,7.854,3.398,-0.5165729142133278
2022-05-02 13:30:00,13.51,11.2,3.969,-0.3339232362007024
2022-05-02 14:00:00,15.16,9.558,4.391,-0.5169815911147355
2022-05-02 14:30:00,16.7,17.055,5.837,-0.2576947079495888
2022-05-02 15:00:00,17.37,7.328,4.293,-0.6503796517423066
2022-05-02 15:30:00,18.01,6.453,4.127,-0.71835246540659
2022-05-02 16:00:00,17.48,2.261,2.991,-0.7665781915149825
2022-05-02 16:30:00,18.21,6.68,4.081,-0.6872762407465487
2022-05-02 17:00:00,17.09,-0.783,2.218,-0.8162707466643515
2022-05-02 17:30:00,16.57,1.827,2.512,-0.6759095654778364
2022-05-02 18:00:00,15.81,0.442,1.952,-0.5982996503608007
2022-05-02 18:30:00,15.3,1.673,1.944,-0.4612037175655008
2022-05-02 19:00:00,15.43,11.416,0.0,-0.39515304174798765
2022-05-02 19:30:00,15.56,6.809,3.175,-0.3907461835945447
2022-05-02 20:00:00,15.58,0.86,2.343,-0.7322634296432502
2022-05-02 20:30:00,13.96,-4.899,0.992,-0.9006779033442837
2022-05-02 21:00:00,12.6,-6.016,0.622,-0.9010170120048431
2022-05-02 21:30:00,11.58,-6.717,0.403,-0.8878841778146651
2022-05-02 22:00:00,10.39,-6.987,0.269,-0.8684923139004409
2022-05-02 22:30:00,9.24,-7.622,0.184,-0.8854081377621517
2022-05-02 23:00:00,8.09,-6.621,0.125,-0.7267668970783816
2022-05-02 23:30:00,7.39,-5.094,0.134,-0.5349374105370587
2022-05-03 00:00:00,6.79,-4.476,0.149,-0.43723910061730586
2022-05-03 00:30:00,6.39,-3.346,0.117,-0.2760467753208599
2022-05-03 01:00:00,6.12,-2.847,0.157,-0.23287172271744377
2022-05-03 01:30:00,5.92,-3.292,0.169,-0.29785515265556395
2022-05-03 02:00:00,5.51,-3.64,0.181,-0.345038841605495
2022-05-03 02:30:00,5.13,-3.096,0.176,-0.2885266163611968
2022-05-03 03:00:00,5.0,-3.126,0.171,-0.2822160909167752
2022-05-03 03:30:00,4.62,-2.945,0.213,-0.3224153510834838
2022-05-03 04:00:00,4.11,-4.839,0.161,-0.5075872875673435
2022-05-03 04:30:00,3.51,-5.337,0.103,-0.548856332755443
2022-05-03 05:00:00,2.91,-5.38,0.097,-0.5525167821519201
2022-05-03 05:30:00,2.35,-5.005,0.092,-0.5031697753017613
2022-05-03 06:00:00,1.91,-4.849,0.075,-0.4614496357813568
2022-05-03 06:30:00,1.33,-4.014,0.088,-0.36
2022-05-03 07:00:00,1.01,-3.136,0.095,-0.25855828017112525
2022-05-03 07:30:00,1.13,-0.285,0.0,-0.220021109206619
2022-05-03 08:00:00,1.65,1.988,0.0,-0.19
2022-05-03 08:30:00,2.4,4.16,0.0,-0.16
2022-05-03 09:00:00,3.22,5.158,0.0,-0.13
2022-05-03 09:30:00,4.27,5.597,0.0,-0.10001319325413686
2022-05-03 10:00:00,5.19,6.437,1.604,-0.07537795026605443
2022-05-03 10:30:00,6.84,9.554,2.392,-0.10179402174357102
2022-05-03 11:00:00,8.25,9.147,2.68,-0.22536475701191755
2022-05-03 11:30:00,9.51,6.529,2.55,-0.3945692767173981
2022-05-03 12:00:00,10.62,6.72,2.918,-0.4915774533580668
2022-05-03 12:30:00,12.04,10.894,3.725,-0.34149996916473646
2022-05-03 13:00:00,13.54,9.139,3.787,-0.4089379319134319
2022-05-03 13:30:00,15.03,14.049,4.705,-0.21472399379687657
2022-05-03 14:00:00,16.94,10.516,4.768,-0.5061521643655373
2022-05-03 14:30:00,16.83,4.561,3.556,-0.7191509090231878
2022-05-03 15:00:00,19.23,22.773,0.0,-0.5449340337293157
2022-05-03 15:30:00,21.2,18.79,7.621,-0.3441229359978374
2022-05-03 16:00:00,24.27,19.968,8.666,-0.34139174245157217
2022-05-03 16:30:00,25.01,10.722,6.037,-0.4943647392490347
2022-05-03 17:00:00,24.7,14.449,7.194,-0.47457455401905285
2022-05-03 17:30:00,25.34,14.766,7.176,-0.3846589908455288
2022-05-03 18:00:00,25.13,14.915,6.823,-0.25856355747278004
2022-05-03 18:30:00,25.37,15.544,6.933,-0.19765473015185916
2022-05-03 19:00:00,24.61,14.584,6.509,-0.25880651236655794
2022-05-03 19:30:00,22.72,2.494,3.496,-0.7397004711018511
2022-05-03 20:00:00,19.51,-7.735,0.85,-1.0818069010208726
2022-05-03 20:30:00,17.3,-8.233,0.456,-1.048814114342205
2022-05-03 21:00:00,15.57,-8.141,0.249,-0.9610460371639443
2022-05-03 21:30:00,14.35,-7.83,0.149,-0.8714285265747378
2022-05-03 22:00:00,13.29,-6.669,0.154,-0.7136182309832393
2022-05-03 22:30:00,12.63,-5.069,0.147,-0.5234745815015649
2022-05-03 23:00:00,11.84,-5.079,0.138,-0.48196933503517375
2022-05-03 23:30:00,11.36,-3.746,0.162,-0.36942108809098473
2022-05-04 00:00:00,10.89,-5.265,0.139,-0.48306403025100686
2022-05-04 00:30:00,10.32,-3.331,0.186,-0.3049083853779575
2022-05-04 01:00:00,10.17,-2.692,0.177,-0.20922182792427607
2022-05-04 01:30:00,9.98,-3.036,0.215,-0.2412398210113387
2022-05-04 02:00:00,9.99,-1.243,0.33,-0.11093141284137112
2022-05-04 02:30:00,10.04,-1.372,0.458,-0.1715314339570054
2022-05-04 03:00:00,10.05,-0.772,0.628,-0.20530406804288795
2022-05-04 03:30:00,10.19,-0.711,0.759,-0.2603983213157578
2022-05-04 04:00:00,10.1,-0.585,0.757,-0.25533045455116166
2022-05-04 04:30:00,10.14,-0.219,0.881,-0.2821237381378171
2022-05-04 05:00:00,10.09,-0.965,0.789,-0.3182613899238038
2022-05-04 05:30:00,10.04,-0.611,0.775,-0.27959112408093273
2022-05-04 06:00:00,10.0,-0.759,0.786,-0.2968223087457565
2022-05-04 06:30:00,9.91,-0.653,0.8,-0.30320407776251723
2022-05-04 07:00:00,9.82,-0.811,0.817,-0.3310539531164264
2022-05-04 07:30:00,9.83,-0.739,0.901,-0.36036929615665664
2022-05-04 08:00:00,9.55,-0.854,0.774,-0.31783140479811756
2022-05-04 08:30:00,9.45,-0.43,0.766,-0.2479105643229388
2022-05-04 09:00:00,9.68,1.645,1.092,-0.1824575694967218
2022-05-04 09:30:00,10.08,2.227,1.445,-0.27895924013771045
2022-05-04 10:00:00,10.37,2.175,1.618,-0.3792915951827839
2022-05-04 10:30:00,10.56,1.814,1.574,-0.39677481303086376
2022-05-04 11:00:00,10.74,2.111,1.618,-0.3842844173872174
2022-05-04 11:30:00,11.0,1.669,1.57,-0.40533837050364385
2022-05-04 12:00:00,11.11,1.102,1.553,-0.4614522744321842
2022-05-04 12:30:00,11.09,1.381,1.606,-0.45891702172447246
2022-05-04 13:00:00,11.47,2.859,1.944,-0.44320143911168985
2022-05-04 13:30:00,11.67,2.744,1.954,-0.44786306860804603
2022-05-04 14:00:00,11.89,2.475,1.884,-0.43787098456052814
2022-05-04 14:30:00,12.21,4.412,2.331,-0.4164345420333082
2022-05-04 15:00:00,12.45,3.459,2.179,-0.44855300286947053
2022-05-04 15:30:00,12.61,3.048,2.287,-0.5414285265747378
2022-05-04 16:00:00,12.83,3.09,2.361,-0.566119181230195
2022-05-04 16:30:00,12.67,1.469,1.756,-0.4992086346701392
2022-05-04 17:00:00,12.99,2.816,2.278,-0.5546695454488383
2022-05-04 17:30:00,12.98,1.768,2.058,-0.5782640285746312
2022-05-04 18:00:00,13.1,2.745,2.176,-0.528128295045439
2022-05-04 18:30:00,13.48,2.524,2.32,-0.5882745831779407
2022-05-04 19:00:00,13.16,0.612,1.758,-0.5789275763277819
2022-05-04 19:30:00,12.96,-0.06,1.52,-0.5606767410072877
2022-05-04 20:00:00,12.67,-0.644,1.489,-0.6125642778668128
2022-05-04 20:30:00,12.21,-2.188,1.067,-0.6306239679907402
2022-05-04 21:00:00,11.63,-3.897,0.796,-0.6975582624082424
2022-05-04 21:30:00,11.18,-3.666,0.654,-0.6089117444228177
2022-05-04 22:00:00,10.68,-3.156,0.568,-0.5049690743469871
2022-05-04 22:30:00,10.36,-3.277,0.554,-0.5078947324179746
2022-05-04 23:00:00,9.83,-3.351,0.528,-0.5089170217244725
2022-05-04 23:30:00,9.39,-3.623,0.442,-0.49681439279327433
2022-05-05 00:00:00,9.0,-3.219,0.464,-0.4706556318006686
2022-05-05 00:30:00,8.46,-4.028,0.367,-0.5061376517859868
2022-05-05 01:00:00,8.02,-3.694,0.322,-0.45744363808566924
2022-05-05 01:30:00,7.53,-3.803,0.297,-0.44573933047022896
2022-05-05 02:00:00,7.08,-3.475,0.294,-0.41000000000000003
2022-05-05 02:30:00,6.77,-3.324,0.274,-0.3742580308789436
2022-05-05 03:00:00,6.52,-3.119,0.302,-0.3614786609404579
2022-05-05 03:30:00,6.17,-2.452,0.325,-0.3006661864039781
2022-05-05 04:00:00,5.83,-2.579,0.312,-0.3057182212636099
2022-05-05 04:30:00,5.62,-2.415,0.318,-0.2782877764320775
2022-05-05 05:00:00,5.71,-0.901,0.433,-0.18670768442318333
2022-05-05 05:30:00,5.63,-1.668,0.439,-0.27679064493582806
2022-05-05 06:00:00,5.62,-2.135,0.468,-0.34328439962433455
2022-05-05 06:30:00,5.41,-0.93,0.481,-0.22492685593374917
2022-05-05 07:00:00,5.41,-0.356,0.558,-0.19641871012834397
2022-05-05 07:30:00,5.48,-0.142,0.643,-0.21511008517783403
2022-05-05 08:00:00,5.93,2.155,0.964,-0.15883406121182778
2022-05-05 08:30:00,6.29,1.789,1.13,-0.2946326043372551
2022-05-05 09:00:00,6.67,1.729,1.307,-0.3837328553058124
2022-05-05 09:30:00,7.35,4.846,1.675,-0.24800575477038375
2022-05-05 10:00:00,8.64,6.311,2.443,-0.4119614190826917
2022-05-05 10:30:00,9.94,7.309,2.911,-0.501688475710476
2022-05-05 11:00:00,11.04,5.398,2.872,-0.6461244585318499
2022-05-05 11:30:00,11.96,6.118,3.227,-0.7010328439098075
2022-05-05 12:00:00,13.13,7.981,3.944,-0.748977710693502
2022-05-05 12:30:00,13.87,5.424,3.466,-0.8080412195681357
2022-05-05 13:00:00,13.64,0.07,2.424,-0.9423793732912371
2022-05-05 13:30:00,13.36,2.502,2.428,-0.7114946918630818
2022-05-05 14:00:00,14.05,3.905,2.973,-0.6960122738424445
2022-05-05 14:30:00,14.6,8.254,3.705,-0.5275414671839416
2022-05-05 15:00:00,15.15,4.086,3.175,-0.6924189530536476
2022-05-05 15:30:00,15.45,6.965,3.504,-0.5081045471879927
2022-05-05 16:00:00,16.52,11.639,4.773,-0.42465518985770534
2022-05-05 16:30:00,16.55,8.252,4.096,-0.5421870657576742
2022-05-05 17:00:00,16.67,4.563,3.38,-0.6946801000521479
2022-05-05 17:30:00,15.92,0.183,2.299,-0.8195040486036295
2022-05-05 18:00:00,14.15,-5.639,0.979,-0.9652352641037167
2022-05-05 18:30:00,14.29,-2.094,1.518,-0.8475414671839416
2022-05-05 19:00:00,12.7,-7.577,0.604,-1.0630350050919057
2022-05-05 19:30:00,11.31,-7.66,0.334,-0.9749280182707453
2022-05-05 20:00:00,10.4,-6.311,0.219,-0.7385609188219526
2022-05-05 20:30:00,9.59,-5.218,0.169,-0.5660995483374074
2022-05-05 21:00:00,8.96,-4.92,0.177,-0.5328585294633069
2022-05-05 21:30:00,8.49,-5.613,0.164,-0.6025062275486106
2022-05-05 22:00:00,7.91,-5.87,0.137,-0.6150098164463939
2022-05-05 22:30:00,7.44,-5.054,0.127,-0.5120709651212696
2022-05-05 23:00:00,7.05,-4.3,0.13,-0.39725493252227007
2022-05-05 23:30:00,6.85,-2.764,0.139,-0.2252290234827254
2022-05-06 00:00:00,6.76,-3.439,0.156,-0.2830021789449812
2022-05-06 00:30:00,6.51,-2.883,0.19,-0.2627714539860036
2022-05-06 01:00:00,6.29,-3.461,0.169,-0.31037193480748404
2022-05-06 01:30:00,6.07,-3.029,0.218,-0.287225907363169
2022-05-06 02:00:00,6.24,-1.709,0.294,-0.19520791427610637
2022-05-06 02:30:00,6.2,-2.803,0.333,-0.3244069576622727
2022-05-06 03:00:00,6.11,-2.238,0.377,-0.2978182115439807
2022-05-06 03:30:00,6.45,-0.753,0.562,-0.2385582801711253
2022-05-06 04:00:00,6.5,-0.225,0.689,-0.24217123385270978
2022-05-06 04:30:00,6.52,-0.088,0.743,-0.2742738627839079
2022-05-06 05:00:00,6.6,-0.509,0.772,-0.3357340531685742
2022-05-06 05:30:00,6.61,-0.643,0.783,-0.3710249279573253
2022-05-06 06:00:00,6.5,-1.415,0.684,-0.3961139039285404
2022-05-06 06:30:00,6.34,-0.704,0.69,-0.32746210864146086
2022-05-06 07:00:00,6.23,-0.469,0.71,-0.3032067164133446
2022-05-06 07:30:00,6.26,0.166,0.841,-0.3015024087979043
2022-05-06 08:00:00,6.37,0.87,0.883,-0.26134556606209314
2022-05-06 08:30:00,6.53,1.227,1.138,-0.35830624698786917
2022-05-06 09:00:00,6.66,1.498,1.229,-0.3985134231070599
2022-05-06 09:30:00,6.83,1.775,1.429,-0.483602399078275
2022-05-06 10:00:00,6.74,0.859,1.297,-0.5299656975392442
2022-05-06 10:30:00,6.76,1.504,1.477,-0.5625352527077117
2022-05-06 11:00:00,7.01,2.155,1.584,-0.549628065192516
2022-05-06 11:30:00,7.27,2.907,1.834,-0.6075227976104904
2022-05-06 12:00:00,8.09,4.782,2.485,-0.7342026192115687
2022-05-06 12:30:00,8.81,2.191,2.275,-0.8615695374055847
2022-05-06 13:00:00,8.91,1.641,1.884,-0.7387469857345244
2022-05-06 13:30:00,9.0,1.13,1.901,-0.7729071875151957
2022-05-06 14:00:00,9.56,3.721,2.405,-0.6907385923133131
2022-05-06 14:30:00,10.9,8.377,3.21,-0.46490310807630275
2022-05-06 15:00:00,11.3,7.444,2.85,-0.3193980207661546
2022-05-06 15:30:00,12.43,15.948,4.719,-0.13386547896945106
2022-05-06 16:00:00,15.22,28.562,0.0,-0.11339226320181134
2022-05-06 16:30:00,17.83,27.405,0.0,-0.11676077854617632
2022-05-06 17:00:00,19.23,17.818,6.475,-0.1580474810790113
2022-05-06 17:30:00,18.99,9.269,4.605,-0.43620126219256405
2022-05-06 18:00:00,19.24,12.48,5.527,-0.4171124453775919
2022-05-06 18:30:00,18.98,12.35,5.051,-0.28351416126397555
2022-05-06 19:00:00,18.34,12.453,5.102,-0.3143820474678302
2022-05-06 19:30:00,17.96,12.467,5.238,-0.41827605949177193
2022-05-06 20:00:00,16.89,5.105,3.493,-0.6919616181003512
2022-05-06 20:30:00,13.92,-7.672,0.822,-1.1484088403933015
2022-05-06 21:00:00,11.9,-8.215,0.419,-1.1119469485323832
