,Chamber Temperature (C),dT (C),Wet Bulb Depression,Corrected Water Potential (MPa)
2021-08-01 08:00:00,13.98,-0.068,1.021,-0.1253990594726734
2021-08-01 08:30:00,14.5,0.018,1.375,-0.2539045666272512
2021-08-01 09:00:00,15.56,0.313,2.238,-0.4836129536815845
2021-08-01 09:30:00,16.32,0.093,2.738,-0.6789354922802641
2021-08-01 10:00:00,17.34,0.253,3.433,-0.8685345323136788
2021-08-01 10:30:00,18.6,0.419,4.444,-1.1114839382421127
2021-08-01 11:00:00,20.06,0.579,5.299,-1.3084527341380303
2021-08-01 11:30:00,21.93,0.943,6.664,-1.5257879885221177
2021-08-01 12:00:00,23.64,0.805,6.713,-1.4998733447602859
2021-08-01 12:30:00,25.28,0.615,6.696,-1.4229414899759516
2021-08-01 13:00:00,26.45,0.504,6.015,-1.2434877747557018
2021-08-01 13:30:00,27.47,0.496,6.165,-1.2179184802754208
2021-08-01 14:00:00,28.25,0.327,6.123,-1.199978890793381
2021-08-01 14:30:00,29.11,0.309,6.133,-1.1735918444749656
2021-08-01 15:00:00,29.75,0.165,5.831,-1.1042474762756342
2021-08-01 15:30:00,30.25,0.15,5.707,-1.053602399078275
2021-08-01 16:00:00,30.53,0.048,5.289,-0.9642685854822531
2021-08-01 16:30:00,30.74,-0.011,5.014,-0.9021817884560193
2021-08-01 17:00:00,30.42,-0.115,4.735,-0.8727846472401404
2021-08-01 17:30:00,30.78,-0.055,5.184,-0.9165254184984349
2021-08-01 18:00:00,30.57,-0.197,4.48,-0.8116779211071665
2021-08-01 18:30:00,30.44,-0.381,4.236,-0.7572127141090321
2021-08-01 19:00:00,30.03,-0.185,3.668,-0.6285213390595421
2021-08-01 19:30:00,29.52,-0.409,3.217,-0.5478920937671472
2021-08-01 20:00:00,28.98,-0.296,2.855,-0.4642685854822531
2021-08-01 20:30:00,28.4,-0.465,2.509,-0.4078762618621829
2021-08-01 21:00:00,27.88,-0.676,2.089,-0.34213165409029916
2021-08-01 21:30:00,27.32,-0.606,1.914,-0.28893813093109144
2021-08-01 22:00:00,26.52,-0.604,1.641,-0.23108033962470015
2021-08-01 22:30:00,25.52,-0.336,1.531,-0.18535420240860803
2021-08-01 23:00:00,24.78,-0.483,1.461,-0.18109089422800964
2021-08-01 23:30:00,24.22,-0.295,1.536,-0.19320143911168985
2021-08-02 00:00:00,24.02,-0.34,1.665,-0.22572877586691947
2021-08-02 00:30:00,23.7,-0.286,1.687,-0.22998152944420838
2021-08-02 01:00:00,23.58,-0.216,1.706,-0.2268011995391375
2021-08-02 01:30:00,23.36,-0.197,1.608,-0.20426066952977104
2021-08-02 02:00:00,23.05,-0.387,1.511,-0.2057340531685742
2021-08-02 02:30:00,22.69,-0.338,1.441,-0.18106186906890853
2021-08-02 03:00:00,22.33,-0.433,1.291,-0.1610645077197359
2021-08-02 03:30:00,21.79,-0.509,1.22,-0.14679856088831014
2021-08-02 04:00:00,21.29,-0.426,1.104,-0.11213429274112656
2021-08-02 04:30:00,20.74,-0.36,1.058,-0.09108297827552753
2021-08-02 05:00:00,20.29,-0.34,0.991,-0.08320143911168987
2021-08-02 05:30:00,19.95,-0.395,1.041,-0.09573933047022896
2021-08-02 06:00:00,19.72,-0.277,1.02,-0.08426066952977103
2021-08-02 06:30:00,19.51,-0.353,1.051,-0.09680911549161962
2021-08-02 07:00:00,19.2,-0.185,1.059,-0.09319616181003512
2021-08-02 07:30:00,18.98,-0.341,1.058,-0.10787098456052817
2021-08-02 08:00:00,18.78,-0.274,1.091,-0.1110645077197359
2021-08-02 08:30:00,18.67,-0.165,1.16,-0.11999999999999998
2021-08-02 09:00:00,18.44,-0.283,1.12,-0.1289434082327462
2021-08-02 09:30:00,18.21,-0.234,1.14,-0.1353410091544712
2021-08-02 10:00:00,18.25,-0.242,1.278,-0.1778868164654924
2021-08-02 10:30:00,18.34,-0.159,1.413,-0.21533045455116168
2021-08-02 11:00:00,18.67,-0.142,1.667,-0.28466690679801093
2021-08-02 11:30:00,18.93,-0.075,1.822,-0.32106186906890855
2021-08-02 12:00:00,19.2,-0.105,1.949,-0.3621316540902992
2021-08-02 12:30:00,19.49,-0.175,2.107,-0.41572085991443736
2021-08-02 13:00:00,19.69,-0.241,2.153,-0.4378498753539092
2021-08-02 13:30:00,19.91,-0.089,2.247,-0.43998680674586316
2021-08-02 14:00:00,20.09,-0.161,2.24,-0.43678272898334586
2021-08-02 14:30:00,20.22,-0.252,2.096,-0.40677481303086377
2021-08-02 15:00:00,20.04,-0.205,1.914,-0.3467800903325185
2021-08-02 15:30:00,19.59,-0.402,1.528,-0.25894076958191886
2021-08-02 16:00:00,18.8,-0.424,1.166,-0.16750960435635362
2021-08-02 16:30:00,18.39,-0.355,1.089,-0.13966764495492656
2021-08-02 17:00:00,18.39,-0.219,1.323,-0.19855564152029792
2021-08-02 17:30:00,18.8,-0.303,1.733,-0.3193364522468492
2021-08-02 18:00:00,19.02,-0.206,1.923,-0.3752882361379237
2021-08-02 18:30:00,19.28,-0.2,2.207,-0.4461007106744035
2021-08-02 19:00:00,19.5,-0.177,2.125,-0.4178182115439807
2021-08-02 19:30:00,19.17,-0.388,1.825,-0.35679856088831013
2021-08-02 20:00:00,18.76,-0.367,1.536,-0.2753515637577807
2021-08-02 20:30:00,18.4,-0.303,1.424,-0.23429761064135424
2021-08-02 21:00:00,18.22,-0.31,1.399,-0.23214220869360866
2021-08-02 21:30:00,18.26,-0.544,1.363,-0.24678800628500064
2021-08-02 22:00:00,18.52,-0.546,1.353,-0.236790644935828
2021-08-02 22:30:00,18.36,-0.324,1.321,-0.2032067164133446
2021-08-02 23:00:00,17.9,-0.285,1.289,-0.19214748599526343
2021-08-02 23:30:00,17.76,-0.26,1.322,-0.2
2021-08-03 00:00:00,17.65,-0.303,1.323,-0.2078577913063913
2021-08-03 00:30:00,17.58,-0.198,1.326,-0.19892757632778194
2021-08-03 01:00:00,17.51,-0.231,1.247,-0.18105659176725378
2021-08-03 01:30:00,17.35,-0.319,1.174,-0.1657340531685742
2021-08-03 02:00:00,17.11,-0.253,1.05,-0.12428177873639003
2021-08-03 02:30:00,16.84,-0.233,1.025,-0.11534364780529857
2021-08-03 03:00:00,16.92,-0.266,1.129,-0.1435918444749655
2021-08-03 03:30:00,16.81,-0.269,1.061,-0.12891702172447247
2021-08-03 04:00:00,16.48,-0.377,0.934,-0.10106450771973592
2021-08-03 04:30:00,16.13,-0.334,0.867,-0.07893813093109145
2021-08-03 05:00:00,15.72,-0.353,0.785,-0.052139570042781316
2021-08-03 05:30:00,15.31,-0.385,0.714,-0.041075062323045405
2021-08-03 06:00:00,15.02,-0.364,0.72,-0.04000263865082737
2021-08-03 06:30:00,14.71,-0.192,0.765,-0.040018470555791615
2021-08-03 07:00:00,14.42,-0.22,0.764,-0.047491133800562
2021-08-03 07:30:00,14.48,-0.172,0.961,-0.11110408748214652
2021-08-03 08:00:00,14.63,-0.191,1.164,-0.19647148314489143
2021-08-03 08:30:00,15.01,-0.093,1.608,-0.35028105834235723
2021-08-03 09:00:00,16.31,0.369,2.806,-0.635452994826217
2021-08-03 09:30:00,16.85,0.089,3.014,-0.7631671366509339
2021-08-03 10:00:00,17.69,0.144,3.534,-0.8974990497530442
2021-08-03 10:30:00,18.65,0.269,4.303,-1.0910750623230454
2021-08-03 11:00:00,19.97,0.43,5.209,-1.294582469971535
2021-08-03 11:30:00,21.44,0.766,6.14,-1.431102611168315
2021-08-03 12:00:00,22.6,0.468,5.848,-1.3499656975392444
2021-08-03 12:30:00,23.55,0.245,5.49,-1.2549690743469872
2021-08-03 13:00:00,24.48,0.242,5.756,-1.266803838189965
2021-08-03 13:30:00,25.48,0.266,5.93,-1.2603930440141031
2021-08-03 14:00:00,26.09,0.166,5.623,-1.1917201395204045
2021-08-03 14:30:00,26.33,-0.05,5.623,-1.1904115145698946
2021-08-03 15:00:00,26.91,-0.012,5.456,-1.1342527535772888
2021-08-03 15:30:00,27.11,-0.086,5.328,-1.0989645174393652
2021-08-03 16:00:00,27.13,-0.102,5.182,-1.0696016786842422
2021-08-03 16:30:00,26.32,-0.09,5.253,-1.1003772121091389
2021-08-03 17:00:00,27.59,-0.031,5.313,-1.0625141435010927
2021-08-03 17:30:00,27.4,-0.108,4.808,-0.9706793796581149
2021-08-03 18:00:00,27.15,-0.197,4.689,-0.9500105546033094
2021-08-03 18:30:00,26.95,-0.211,4.627,-0.933581289871656
2021-08-03 19:00:00,26.53,-0.241,4.29,-0.8699762521425536
2021-08-03 19:30:00,26.2,-0.206,3.985,-0.7967827289833459
2021-08-03 20:00:00,25.73,-0.392,3.481,-0.6967959222374827
2021-08-03 20:30:00,25.09,-0.418,2.947,-0.5753304545511616
2021-08-03 21:00:00,24.45,-0.416,2.583,-0.48574460777188366
2021-08-03 21:30:00,23.75,-0.598,2.026,-0.3742738627839079
2021-08-03 22:00:00,23.23,-0.701,1.675,-0.2921474859952634
2021-08-03 22:30:00,22.38,-0.693,1.412,-0.22893813093109144
2021-08-03 23:00:00,20.96,-0.669,1.146,-0.16107242367221805
2021-08-03 23:30:00,19.5,-0.635,0.907,-0.10215012464609081
2021-08-04 00:00:00,18.33,-0.533,0.813,-0.06321990966748148
2021-08-04 00:30:00,17.26,-0.584,0.733,-0.05214748599526344
2021-08-04 01:00:00,16.47,-0.546,0.751,-0.05999208404751788
2021-08-04 01:30:00,15.71,-0.613,0.718,-0.06465899084552881
2021-08-04 02:00:00,14.92,-0.476,0.638,-0.033201439111689865
2021-08-04 02:30:00,14.21,-0.477,0.611,-0.022142208693608695
2021-08-04 03:00:00,13.59,-0.432,0.623,-0.02787362321135554
2021-08-04 03:30:00,13.22,-0.288,0.653,-0.023196161810035122
2021-08-04 04:00:00,12.76,-0.438,0.639,-0.03679592223748276
2021-08-04 04:30:00,12.34,-0.416,0.595,-0.028927576327781965
2021-08-04 05:00:00,11.98,-0.356,0.574,-0.012142208693608698
2021-08-04 05:30:00,11.7,-0.32,0.576,-0.012139570042781324
2021-08-04 06:00:00,11.29,-0.4,0.577,-0.027865707258873423
2021-08-04 06:30:00,10.77,-0.305,0.534,-0.029997361349172625
2021-08-04 07:00:00,10.58,-0.246,0.621,-0.031082978275527532
2021-08-04 07:30:00,10.56,-0.16,0.671,-0.04534892510695331
2021-08-04 08:00:00,10.6,-0.094,0.814,-0.09894868553440095
2021-08-04 08:30:00,10.82,-0.164,0.921,-0.15215540194774557
2021-08-04 09:00:00,11.35,0.108,1.199,-0.22748849514973463
2021-08-04 09:30:00,11.96,0.163,1.576,-0.3579132029737661
2021-08-04 10:00:00,12.83,0.288,1.98,-0.4939045666272512
2021-08-04 10:30:00,14.05,0.392,2.768,-0.7311014488313191
2021-08-04 11:00:00,15.49,0.576,3.694,-0.9888668873587523
2021-08-04 11:30:00,17.22,0.687,4.715,-1.213231626607787
2021-08-04 12:00:00,18.81,0.586,4.911,-1.2313678376057082
2021-08-04 12:30:00,20.08,0.521,4.831,-1.1567748130308637
2021-08-04 13:00:00,21.09,0.357,4.538,-1.0521738725035372
2021-08-04 13:30:00,21.74,0.148,4.246,-0.977098089786459
2021-08-04 14:00:00,22.32,0.163,4.553,-1.0203930440141031
2021-08-04 14:30:00,23.02,0.084,4.547,-1.0013836695106726
2021-08-04 15:00:00,23.39,0.046,4.221,-0.896103349325231
2021-08-04 15:30:00,23.35,-0.234,3.274,-0.6928295043042058
2021-08-04 16:00:00,22.63,-0.368,2.749,-0.5807532618812814
2021-08-04 16:30:00,22.21,-0.418,2.684,-0.5696781995582361
2021-08-04 17:00:00,21.67,-0.365,2.904,-0.6496148719383791
2021-08-04 17:30:00,21.94,-0.135,3.64,-0.7950019004939117
2021-08-04 18:00:00,22.15,-0.117,3.749,-0.8217925454297398
2021-08-04 18:30:00,22.02,-0.215,3.227,-0.7063712144134513
2021-08-04 19:00:00,21.77,-0.333,2.886,-0.618948685534401
2021-08-04 19:30:00,21.5,-0.363,2.542,-0.5310750623230454
2021-08-04 20:00:00,21.08,-0.229,2.298,-0.4532119937149993
2021-08-04 20:30:00,20.74,-0.306,2.09,-0.40001583190496426
2021-08-04 21:00:00,20.3,-0.301,1.887,-0.3532014391116899
2021-08-04 21:30:00,20.35,-0.588,1.691,-0.3267932835866554
2021-08-04 22:00:00,20.24,-0.489,1.573,-0.2778577913063913
2021-08-04 22:30:00,19.44,-0.45,1.329,-0.21213693139195394
2021-08-04 23:00:00,18.52,-0.489,1.12,-0.1610750623230454
2021-08-04 23:30:00,17.45,-0.598,0.916,-0.12000263865082736
2021-08-05 00:00:00,16.3,-0.672,0.754,-0.08000527730165474
2021-08-05 00:30:00,15.37,-0.525,0.656,-0.0421422086936087
2021-08-05 01:00:00,14.46,-0.472,0.603,-0.021078580524148575
2021-08-05 01:30:00,13.65,-0.585,0.535,-0.011429018679348257
2021-08-05 02:00:00,12.96,-0.409,0.0,-0.013336851534436497
2021-08-05 02:30:00,12.47,-0.416,0.53,-0.016665787116390874
2021-08-05 03:00:00,12.28,-0.353,0.611,-0.019644724318283464
2021-08-05 03:30:00,12.04,-0.384,0.591,-0.02053401296041954
2021-08-05 04:00:00,11.55,-0.363,0.537,-0.025001319325413687
2021-08-05 04:30:00,11.04,-0.487,0.489,-0.03
2021-08-05 05:00:00,10.6,-0.413,0.0,-0.034999999999999996
2021-08-05 05:30:00,10.13,-0.378,0.0,-0.039999999999999994
2021-08-05 06:00:00,9.61,-0.355,0.0,-0.04499999999999999
2021-08-05 06:30:00,9.14,-0.402,0.0,-0.04999999999999999
2021-08-05 07:00:00,8.68,-0.344,0.0,-0.05499999999999999
2021-08-05 07:30:00,8.47,-0.354,0.0,-0.05999999999999999
2021-08-05 08:00:00,8.46,-0.153,0.0,-0.0650699242469254
2021-08-05 08:30:00,8.89,-0.042,0.721,-0.09834402576519781
2021-08-05 09:00:00,10.2,0.357,1.493,-0.3379329928549714
2021-08-05 09:30:00,11.44,0.347,2.138,-0.5910671463705632
2021-08-05 10:00:00,12.93,0.57,2.997,-0.8510143733540158
2021-08-05 10:30:00,14.68,0.733,3.986,-1.0965148638951256
2021-08-05 11:00:00,16.18,0.622,4.312,-1.1891426683994548
2021-08-05 11:30:00,18.02,0.857,5.395,-1.3775661783607245
2021-08-05 12:00:00,19.83,0.869,5.763,-1.4135232395534536
2021-08-05 12:30:00,21.66,0.768,5.916,-1.3789091057719902
2021-08-05 13:00:00,23.29,0.696,5.988,-1.3278683459097007
2021-08-05 13:30:00,24.62,0.537,5.88,-1.2642633081805985
2021-08-05 14:00:00,25.72,0.437,5.884,-1.225755162375193
2021-08-05 14:30:00,26.48,0.347,5.684,-1.1695884854301053
2021-08-05 15:00:00,27.35,0.327,5.896,-1.1682613899238037
2021-08-05 15:30:00,27.95,0.204,5.56,-1.0921184608361625
2021-08-05 16:00:00,28.3,0.148,5.314,-1.0231935231592078
2021-08-05 16:30:00,28.19,-0.125,4.962,-0.9714786609404579
2021-08-05 17:00:00,28.35,-0.051,4.546,-0.8717491646795056
2021-08-05 17:30:00,28.21,-0.13,4.464,-0.8510988101804917
2021-08-05 18:00:00,27.99,-0.323,4.341,-0.8499894453966904
2021-08-05 18:30:00,27.82,-0.348,4.288,-0.8446510748930467
2021-08-05 19:00:00,27.54,-0.281,4.124,-0.799978890793381
2021-08-05 19:30:00,27.22,-0.336,3.861,-0.7467906449358279
2021-08-05 20:00:00,26.84,-0.292,3.536,-0.6699709748408988
2021-08-05 20:30:00,26.35,-0.432,3.105,-0.5814654676863211
2021-08-05 21:00:00,25.54,-0.452,2.437,-0.4396016786842422
2021-08-05 21:30:00,24.78,-0.77,1.97,-0.3578947324179745
2021-08-05 22:00:00,23.9,-0.783,1.581,-0.27427914008556264
2021-08-05 22:30:00,23.06,-0.649,1.423,-0.22215804059857294
2021-08-05 23:00:00,21.89,-0.498,1.352,-0.1931988004608625
2021-08-05 23:30:00,21.05,-0.522,1.302,-0.18359712177662027
2021-08-06 00:00:00,19.97,-0.456,1.117,-0.1331988004608625
2021-08-06 00:30:00,19.0,-0.52,0.959,-0.10215540194774557
2021-08-06 01:00:00,18.15,-0.488,0.916,-0.0931988004608625
2021-08-06 01:30:00,17.3,-0.583,0.887,-0.10360239907827501
2021-08-06 02:00:00,16.63,-0.365,0.851,-0.07534628645612594
2021-08-06 02:30:00,16.16,-0.25,0.91,-0.08534628645612594
2021-08-06 03:00:00,16.09,-0.276,1.068,-0.133602399078275
2021-08-06 03:30:00,15.98,-0.255,1.082,-0.14318296855589827
2021-08-06 04:00:00,15.85,-0.306,1.124,-0.16572613721609208
2021-08-06 04:30:00,15.66,-0.345,1.071,-0.15891966037529984
2021-08-06 05:00:00,15.12,-0.405,0.984,-0.13999736134917265
2021-08-06 05:30:00,14.8,-0.434,0.89,-0.12
2021-08-06 06:00:00,14.37,-0.295,0.877,-0.10000791595248212
2021-08-06 06:30:00,14.02,-0.229,0.846,-0.08320935506417199
2021-08-06 07:00:00,13.64,-0.274,0.855,-0.09002638650827373
2021-08-06 07:30:00,13.47,-0.147,0.916,-0.10749377245138939
2021-08-06 08:00:00,13.54,-0.19,1.089,-0.1822108136151204
2021-08-06 08:30:00,13.91,-0.022,1.439,-0.3013613979670574
2021-08-06 09:00:00,15.03,0.252,2.406,-0.5640323842039612
2021-08-06 09:30:00,15.96,0.293,2.917,-0.7405896655299842
2021-08-06 10:00:00,17.28,0.403,3.833,-0.9522119759521164
2021-08-06 10:30:00,18.46,0.384,3.97,-0.9699234791260061
2021-08-06 11:00:00,19.38,0.364,4.033,-0.9568302246982386
2021-08-06 11:30:00,20.17,0.203,3.947,-0.9360441366700325
2021-08-06 12:00:00,20.95,0.275,4.426,-1.0321580405985729
2021-08-06 12:30:00,21.9,0.417,5.064,-1.1514087366935324
2021-08-06 13:00:00,22.88,0.219,5.287,-1.1944670079832163
2021-08-06 13:30:00,,,,-1.115036941111583
2021-08-06 14:00:00,23.62,0.187,4.687,-1.0504017976323305
2021-08-06 14:30:00,24.18,0.334,5.545,-1.1747406320327596
2021-08-06 15:00:00,24.8,-0.043,4.918,-1.0571889662515859
2021-08-06 15:30:00,24.46,-0.092,3.91,-0.8559136804424952
2021-08-06 16:00:00,24.55,-0.075,4.555,-0.9576374219330636
2021-08-06 16:30:00,24.49,-0.145,4.354,-0.9356575322945803
2021-08-06 17:00:00,24.35,-0.106,4.075,-0.8567774516816911
2021-08-06 17:30:00,24.02,-0.174,3.597,-0.7489460468835735
2021-08-06 18:00:00,23.52,-0.311,3.062,-0.6396465357483075
2021-08-06 18:30:00,23.06,-0.433,2.879,-0.6085609188219526
2021-08-06 19:00:00,22.81,-0.343,3.06,-0.6414522744321842
2021-08-06 19:30:00,22.46,-0.398,2.892,-0.6157050280094731
2021-08-06 20:00:00,22.09,-0.377,2.659,-0.552136931391954
2021-08-06 20:30:00,21.77,-0.23,2.501,-0.5031750526034161
2021-08-06 21:00:00,21.48,-0.347,2.363,-0.46399544309237806
2021-08-06 21:30:00,21.46,-0.356,1.807,-0.3238623482140133
2021-08-06 22:00:00,20.83,-0.295,1.648,-0.2679026483704567
2021-08-06 22:30:00,20.03,-0.257,1.436,-0.21320407776251724
2021-08-06 23:00:00,18.78,-0.464,1.221,-0.18003166380992847
2021-08-06 23:30:00,17.89,-0.389,1.114,-0.1596227878908612
2021-08-07 00:00:00,17.57,-0.194,1.352,-0.20789209376714715
2021-08-07 00:30:00,17.65,-0.252,1.471,-0.25317505260341616
2021-08-07 01:00:00,17.9,-0.093,1.743,-0.30823764206635745
2021-08-07 01:30:00,17.67,-0.073,1.638,-0.2788959125178535
2021-08-07 02:00:00,17.28,-0.282,1.373,-0.2278683459097008
2021-08-07 02:30:00,16.66,-0.259,1.156,-0.16427914008556266
2021-08-07 03:00:00,16.1,-0.29,1.025,-0.1321527632969182
2021-08-07 03:30:00,15.59,-0.309,0.986,-0.12108033962470016
2021-08-07 04:00:00,15.29,-0.282,0.985,-0.12216331790022769
2021-08-07 04:30:00,14.88,-0.259,1.021,-0.14855564152029793
2021-08-07 05:00:00,15.51,-0.065,1.389,-0.2368011995391375
2021-08-07 05:30:00,15.84,0.033,1.649,-0.30569975070781835
2021-08-07 06:00:00,16.41,0.129,1.807,-0.3346457975913919
2021-08-07 06:30:00,16.75,0.105,1.77,-0.32212901543947187
2021-08-07 07:00:00,16.79,-0.011,1.723,-0.32106714637056327
2021-08-07 07:30:00,16.95,0.028,1.76,-0.3268091154916196
2021-08-07 08:00:00,17.07,-0.028,1.708,-0.3164028782233797
2021-08-07 08:30:00,17.24,-0.01,1.82,-0.3468170314441017
2021-08-07 09:00:00,17.36,-0.047,1.861,-0.3642712241330805
2021-08-07 09:30:00,17.55,-0.083,1.995,-0.4100052773016547
2021-08-07 10:00:00,17.7,-0.092,2.144,-0.45785779130639126
2021-08-07 10:30:00,17.85,-0.111,2.253,-0.48892757632778194
2021-08-07 11:00:00,17.87,-0.151,2.299,-0.5110724236722181
2021-08-07 11:30:00,17.89,-0.132,2.378,-0.5421369313919541
2021-08-07 12:00:00,17.97,-0.169,2.531,-0.5878604299572187
2021-08-07 12:30:00,18.01,-0.182,2.61,-0.6178472367030817
2021-08-07 13:00:00,18.03,-0.176,2.634,-0.6268143927932743
2021-08-07 13:30:00,17.97,-0.128,2.592,-0.6217412487270235
2021-08-07 14:00:00,18.1,-0.09,2.912,-0.6925326140568844
2021-08-07 14:30:00,18.4,-0.02,3.022,-0.7167959222374828
2021-08-07 15:00:00,18.26,-0.188,2.909,-0.7196386197958254
2021-08-07 15:30:00,18.45,-0.172,3.166,-0.7975386295154548
2021-08-07 16:00:00,18.83,0.071,3.793,-0.9506292452923949
2021-08-07 16:30:00,19.18,0.0,4.578,-1.1547234808023819
2021-08-07 17:00:00,20.63,0.266,4.624,-1.1099182018243514
2021-08-07 17:30:00,20.9,-0.005,4.29,-1.0321606792494002
2021-08-07 18:00:00,21.05,-0.088,4.064,-0.9785266163611966
2021-08-07 18:30:00,21.11,-0.021,4.178,-0.9750414802563222
2021-08-07 19:00:00,21.02,-0.249,3.659,-0.8689143830736451
2021-08-07 19:30:00,20.4,-0.403,3.129,-0.7485450869169884
