Serial Number:,PSY1J203
APP Serial #:,030006D7
Head Serial #:,J203
App Ver:,R1-7-8
COM Ver:,R2-6-7
Instrument Name:,
Instrument Comment:,DF Upper Site 
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
Chamber Heating Duration:,45,seconds
Chamber Heating Schedule:,continuous 
C1:,0.0270
C2:,0.3250
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
19/08/2021,05:00:00,7.60,-0.405,1.407,-0.52,0.61,-4.39,-0.304,-0.05,8.755,4.19,13.40 ,present ,23.50 ,27.00 ,
19/08/2021,05:30:00,7.55,-0.394,1.390,-0.51,0.61,-4.39,-0.298,-0.05,8.755,4.19,13.40 ,present ,23.43 ,27.00 ,
19/08/2021,06:00:00,7.49,-0.212,1.470,-0.52,0.61,-4.39,-0.188,-0.03,8.755,4.19,13.60 ,present ,23.40 ,27.00 ,
19/08/2021,06:30:00,7.48,-0.370,1.420,-0.52,0.61,-4.39,-0.287,-0.05,8.755,4.19,13.50 ,present ,23.29 ,27.00 ,
19/08/2021,07:00:00,7.27,-0.314,1.496,-0.56,0.61,-4.39,-0.143,-0.04,8.755,4.17,10.20 ,not present ,0.00 ,0.00 ,
19/08/2021,07:30:00,7.42,0.025,2.012,-0.72,0.61,-4.39,0.249,0.00,8.755,4.16,9.89 ,not present ,0.00 ,0.00 ,
19/08/2021,08:00:00,7.70,0.099,2.285,-0.82,0.61,-4.39,0.570,0.01,8.755,4.15,10.10 ,not present ,0.00 ,0.00 ,
19/08/2021,08:30:00,8.07,0.107,2.519,-0.90,0.61,-4.39,0.658,0.01,8.755,4.14,10.50 ,not present ,0.00 ,0.00 ,
19/08/2021,09:00:00,8.24,-0.061,2.143,-0.76,0.61,-4.39,0.275,0.00,8.755,4.13,10.40 ,not present ,0.00 ,0.00 ,
19/08/2021,09:30:00,8.53,0.212,2.691,-0.93,0.61,-4.39,0.748,0.03,8.755,4.12,10.70 ,not present ,0.00 ,0.00 ,
19/08/2021,10:00:00,9.07,0.401,3.023,-1.01,0.61,-4.39,0.708,0.05,8.755,4.12,11.50 ,not present ,0.00 ,0.00 ,
19/08/2021,10:30:00,9.45,0.184,2.835,-0.94,0.61,-4.39,0.658,0.02,8.755,4.11,11.80 ,not present ,0.00 ,0.00 ,
19/08/2021,11:00:00,9.75,0.071,2.649,-0.87,0.61,-4.39,0.390,0.01,8.755,4.10,12.20 ,not present ,0.00 ,0.00 ,
19/08/2021,11:30:00,9.90,-0.149,2.402,-0.80,0.61,-4.39,0.257,-0.02,8.755,4.09,12.20 ,not present ,0.00 ,0.00 ,
19/08/2021,12:00:00,10.05,-0.146,2.286,-0.75,0.61,-4.39,0.189,-0.02,8.755,4.09,12.30 ,not present ,0.00 ,0.00 ,
19/08/2021,12:30:00,10.30,0.110,2.622,-0.83,0.61,-4.39,0.446,0.01,8.743,4.08,12.70 ,not present ,0.00 ,0.00 ,
19/08/2021,13:00:00,10.53,-0.029,2.620,-0.84,0.61,-4.39,0.580,0.00,8.735,4.08,12.70 ,not present ,0.00 ,0.00 ,
19/08/2021,13:30:00,10.59,-0.112,2.444,-0.78,0.61,-4.39,0.288,-0.01,8.735,4.07,12.70 ,not present ,0.00 ,0.00 ,
19/08/2021,14:00:00,10.74,-0.119,2.700,-0.87,0.61,-4.39,0.565,-0.01,8.728,4.07,12.90 ,not present ,0.00 ,0.00 ,
19/08/2021,14:30:00,11.08,0.137,3.071,-0.96,0.61,-4.39,0.597,0.01,8.716,4.06,13.30 ,not present ,0.00 ,0.00 ,
19/08/2021,15:00:00,11.31,0.297,3.502,-1.08,0.61,-4.39,0.975,0.04,8.704,4.06,13.50 ,not present ,0.00 ,0.00 ,
19/08/2021,15:30:00,11.69,0.050,3.268,-1.01,0.61,-4.39,0.635,0.00,8.693,4.05,14.20 ,not present ,0.00 ,0.00 ,
19/08/2021,16:00:00,11.52,-0.226,2.662,-0.84,0.61,-4.39,0.234,-0.03,8.697,4.04,13.60 ,not present ,0.00 ,0.00 ,
19/08/2021,16:30:00,11.05,-0.446,1.984,-0.65,0.61,-4.39,-0.282,-0.06,8.716,4.02,12.70 ,not present ,0.00 ,0.00 ,
19/08/2021,17:00:00,10.59,-0.618,1.814,-0.62,0.61,-4.39,-0.371,-0.08,8.735,4.01,11.80 ,not present ,0.00 ,0.00 ,
19/08/2021,17:30:00,10.00,-0.729,1.198,-0.42,0.61,-4.39,-0.684,-0.10,8.755,3.99,11.30 ,not present ,0.00 ,0.00 ,
19/08/2021,18:00:00,9.73,-0.546,1.317,-0.45,0.61,-4.39,-0.424,-0.07,8.755,3.98,11.20 ,not present ,0.00 ,0.00 ,
19/08/2021,18:30:00,9.62,-0.301,1.637,-0.54,0.61,-4.39,0.002,-0.04,8.755,3.97,11.30 ,not present ,0.00 ,0.00 ,
19/08/2021,19:00:00,9.95,0.231,2.595,-0.82,0.61,-4.39,0.659,0.03,8.755,3.97,12.10 ,not present ,0.00 ,0.00 ,
19/08/2021,19:30:00,10.57,0.066,2.538,-0.79,0.61,-4.39,0.397,0.00,8.735,3.96,13.50 ,not present ,0.00 ,0.00 ,
19/08/2021,20:00:00,10.46,-0.432,1.549,-0.50,0.61,-4.39,-0.324,-0.06,8.739,3.96,13.00 ,not present ,0.00 ,0.00 ,
19/08/2021,20:30:00,10.57,-0.452,1.407,-0.45,0.61,-4.39,-0.356,-0.06,8.735,3.98,15.70 ,not present ,0.00 ,0.00 ,
19/08/2021,21:00:00,10.15,-0.579,1.172,-0.38,0.61,-4.39,-0.492,-0.08,8.751,3.97,12.50 ,not present ,0.00 ,0.00 ,
19/08/2021,21:30:00,9.84,-0.544,1.118,-0.37,0.61,-4.39,-0.547,-0.07,8.755,3.96,11.50 ,not present ,0.00 ,0.00 ,
19/08/2021,22:00:00,9.36,-0.865,0.741,-0.27,0.61,-4.39,-0.789,-0.12,8.755,3.95,10.40 ,not present ,0.00 ,0.00 ,
19/08/2021,22:30:00,8.99,-0.552,1.033,-0.35,0.61,-4.39,-0.496,-0.07,8.755,3.95,10.20 ,not present ,0.00 ,0.00 ,
19/08/2021,23:00:00,8.79,-0.427,1.112,-0.37,0.61,-4.39,-0.371,-0.06,8.755,3.94,10.20 ,not present ,0.00 ,0.00 ,
19/08/2021,23:30:00,8.57,-0.523,1.052,-0.36,0.61,-4.39,-0.504,-0.07,8.755,3.94,9.89 ,not present ,0.00 ,0.00 ,
20/08/2021,00:00:00,8.35,-0.349,1.098,-0.36,0.61,-4.39,-0.458,-0.05,8.755,3.93,9.70 ,not present ,0.00 ,0.00 ,
20/08/2021,00:30:00,8.14,-0.431,1.058,-0.36,0.61,-4.39,-0.382,-0.06,8.755,3.93,9.50 ,not present ,0.00 ,0.00 ,
20/08/2021,01:00:00,7.98,-0.414,1.209,-0.43,0.61,-4.39,-0.352,-0.05,8.755,3.93,9.39 ,not present ,0.00 ,0.00 ,
20/08/2021,01:30:00,7.91,-0.360,1.238,-0.43,0.61,-4.39,-0.241,-0.05,8.755,3.92,9.60 ,not present ,0.00 ,0.00 ,
20/08/2021,02:00:00,7.76,-0.497,1.106,-0.40,0.61,-4.39,-0.295,-0.07,8.755,3.92,9.39 ,not present ,0.00 ,0.00 ,
20/08/2021,02:30:00,7.57,-0.439,1.054,-0.37,0.61,-4.39,-0.416,-0.06,8.755,3.91,9.00 ,not present ,0.00 ,0.00 ,
20/08/2021,03:00:00,7.45,-0.364,1.153,-0.41,0.61,-4.39,-0.260,-0.05,8.755,3.91,8.89 ,not present ,0.00 ,0.00 ,
20/08/2021,03:30:00,7.45,-0.279,1.330,-0.47,0.61,-4.39,-0.131,-0.04,8.755,3.90,9.00 ,not present ,0.00 ,0.00 ,
20/08/2021,04:00:00,7.45,-0.189,1.324,-0.46,0.61,-4.39,-0.143,-0.02,8.755,3.90,9.10 ,not present ,0.00 ,0.00 ,
20/08/2021,04:30:00,7.44,-0.187,1.400,-0.49,0.61,-4.39,-0.043,-0.02,8.755,3.89,9.10 ,not present ,0.00 ,0.00 ,
20/08/2021,05:00:00,7.46,-0.319,1.360,-0.49,0.61,-4.39,-0.153,-0.04,8.755,3.89,9.20 ,not present ,0.00 ,0.00 ,
20/08/2021,05:30:00,7.48,-0.203,1.328,-0.46,0.61,-4.39,-0.050,-0.02,8.755,3.88,9.10 ,not present ,0.00 ,0.00 ,
20/08/2021,06:00:00,7.42,-0.320,1.215,-0.43,0.61,-4.39,-0.169,-0.04,8.755,3.87,9.00 ,not present ,0.00 ,0.00 ,
20/08/2021,06:30:00,7.34,-0.361,1.160,-0.41,0.61,-4.39,-0.310,-0.05,8.755,3.87,8.80 ,not present ,0.00 ,0.00 ,
20/08/2021,07:00:00,7.27,-0.330,1.148,-0.41,0.61,-4.39,-0.241,-0.04,8.755,3.86,8.80 ,not present ,0.00 ,0.00 ,
20/08/2021,07:30:00,7.22,-0.255,1.214,-0.42,0.61,-4.39,-0.184,-0.03,8.755,3.86,8.80 ,not present ,0.00 ,0.00 ,
20/08/2021,08:00:00,7.22,-0.187,1.316,-0.46,0.61,-4.39,-0.114,-0.02,8.755,3.85,8.89 ,not present ,0.00 ,0.00 ,
20/08/2021,08:30:00,7.25,-0.203,1.355,-0.48,0.61,-4.39,-0.101,-0.02,8.755,3.85,8.89 ,not present ,0.00 ,0.00 ,
20/08/2021,09:00:00,7.35,-0.108,1.612,-0.57,0.61,-4.39,0.245,-0.01,8.755,3.84,9.20 ,not present ,0.00 ,0.00 ,
20/08/2021,09:30:00,7.67,0.081,2.024,-0.71,0.61,-4.39,0.581,0.01,8.755,3.84,9.80 ,not present ,0.00 ,0.00 ,
20/08/2021,10:00:00,8.16,0.318,2.549,-0.87,0.61,-4.39,0.770,0.04,8.755,3.83,10.60 ,not present ,0.00 ,0.00 ,
20/08/2021,10:30:00,8.58,0.160,2.528,-0.87,0.61,-4.39,0.626,0.02,8.755,3.83,11.20 ,not present ,0.00 ,0.00 ,
20/08/2021,11:00:00,9.17,0.549,3.332,-1.10,0.61,-4.39,1.242,0.07,8.755,3.82,11.90 ,not present ,0.00 ,0.00 ,
20/08/2021,11:30:00,9.38,0.099,2.618,-0.87,0.61,-4.39,0.359,0.01,8.755,3.82,12.00 ,not present ,0.00 ,0.00 ,
20/08/2021,12:00:00,10.10,1.077,4.922,-1.58,0.61,-4.39,1.900,0.15,8.751,3.82,12.40 ,not present ,0.00 ,0.00 ,
20/08/2021,12:30:00,11.01,0.789,4.943,-1.55,0.61,-4.39,1.544,0.11,8.716,3.82,13.70 ,not present ,0.00 ,0.00 ,
20/08/2021,13:00:00,11.36,0.150,3.792,-1.20,0.61,-4.39,0.570,0.02,8.704,3.81,14.40 ,not present ,0.00 ,0.00 ,
20/08/2021,13:30:00,10.70,-0.538,2.488,-0.86,0.61,-4.39,-0.261,-0.07,8.728,3.81,12.90 ,not present ,0.00 ,0.00 ,
20/08/2021,14:00:00,10.91,0.450,4.575,-1.47,0.61,-4.39,1.236,0.06,8.720,3.81,13.50 ,not present ,0.00 ,0.00 ,
20/08/2021,14:30:00,11.45,1.056,6.226,-1.94,0.61,-4.39,2.238,0.15,8.700,3.80,14.90 ,not present ,0.00 ,0.00 ,
20/08/2021,15:00:00,11.88,1.004,6.467,-1.99,0.61,-4.39,2.074,0.14,8.685,3.80,16.50 ,not present ,0.00 ,0.00 ,
20/08/2021,15:30:00,11.89,0.617,5.812,-1.82,0.61,-4.39,1.724,0.08,8.685,3.80,16.00 ,not present ,0.00 ,0.00 ,
20/08/2021,16:00:00,11.58,0.332,4.992,-1.59,0.61,-4.39,1.082,0.04,8.697,3.79,15.10 ,not present ,0.00 ,0.00 ,
20/08/2021,16:30:00,11.42,-0.035,3.617,-1.16,0.61,-4.39,0.326,0.00,8.700,3.79,14.50 ,not present ,0.00 ,0.00 ,
20/08/2021,17:00:00,12.21,2.073,8.425,-2.49,0.61,-4.39,3.778,0.29,8.670,3.79,16.00 ,not present ,0.00 ,0.00 ,
20/08/2021,17:30:00,13.78,1.123,6.465,-1.81,0.61,-4.39,1.863,0.15,8.612,3.79,19.20 ,not present ,0.00 ,0.00 ,
20/08/2021,18:00:00,14.16,-0.385,3.181,-0.93,0.61,-4.39,-0.455,-0.05,8.597,3.79,18.40 ,not present ,0.00 ,0.00 ,
20/08/2021,18:30:00,13.90,-0.749,2.746,-0.85,0.61,-4.39,-0.779,-0.10,8.604,3.78,16.79 ,not present ,0.00 ,0.00 ,
20/08/2021,19:00:00,13.39,-0.680,2.642,-0.83,0.61,-4.39,-0.591,-0.09,8.627,3.78,15.40 ,not present ,0.00 ,0.00 ,
20/08/2021,19:30:00,12.92,-0.669,2.448,-0.78,0.61,-4.39,-0.577,-0.09,8.643,3.78,14.70 ,not present ,0.00 ,0.00 ,
20/08/2021,20:00:00,12.53,-0.590,2.382,-0.76,0.61,-4.39,-0.629,-0.08,8.658,3.78,14.20 ,not present ,0.00 ,0.00 ,
20/08/2021,20:30:00,12.03,-0.807,2.096,-0.71,0.61,-4.39,-0.708,-0.11,8.677,3.77,13.50 ,not present ,0.00 ,0.00 ,
20/08/2021,21:00:00,12.07,-0.752,1.925,-0.64,0.61,-4.39,-0.831,-0.10,8.677,3.84,27.70 ,present ,23.37 ,110.40 ,
20/08/2021,21:30:00,11.92,-0.710,1.779,-0.58,0.61,-4.39,-0.867,-0.10,8.681,3.89,31.30 ,present ,23.14 ,112.20 ,
20/08/2021,22:00:00,11.53,-0.685,1.488,-0.49,0.61,-4.39,-1.015,-0.09,8.697,3.97,31.80 ,present ,22.66 ,114.60 ,
20/08/2021,22:30:00,10.44,-0.789,1.274,-0.45,0.61,-4.39,-0.816,-0.11,8.739,3.93,15.10 ,not present ,0.00 ,0.00 ,
20/08/2021,23:00:00,9.87,-0.584,1.422,-0.49,0.61,-4.39,-0.563,-0.08,8.755,3.92,12.40 ,not present ,0.00 ,0.00 ,
20/08/2021,23:30:00,9.56,-0.470,1.511,-0.51,0.61,-4.39,-0.527,-0.06,8.755,3.91,11.50 ,not present ,0.00 ,0.00 ,
21/08/2021,00:00:00,9.33,-0.480,1.444,-0.50,0.61,-4.39,-0.445,-0.06,8.755,3.91,11.20 ,not present ,0.00 ,0.00 ,
21/08/2021,00:30:00,9.05,-0.597,1.329,-0.47,0.61,-4.39,-0.517,-0.08,8.755,3.90,10.70 ,not present ,0.00 ,0.00 ,
21/08/2021,01:00:00,8.83,-0.514,1.421,-0.50,0.61,-4.39,-0.370,-0.07,8.755,3.89,10.30 ,not present ,0.00 ,0.00 ,
21/08/2021,01:30:00,8.67,-0.475,1.426,-0.51,0.61,-4.39,-0.371,-0.06,8.755,3.89,10.30 ,not present ,0.00 ,0.00 ,
21/08/2021,02:00:00,8.55,-0.440,1.480,-0.53,0.61,-4.39,-0.372,-0.06,8.755,3.88,10.20 ,not present ,0.00 ,0.00 ,
21/08/2021,02:30:00,8.45,-0.548,1.417,-0.52,0.61,-4.39,-0.257,-0.07,8.755,3.87,10.20 ,not present ,0.00 ,0.00 ,
21/08/2021,03:00:01,8.34,-0.312,1.538,-0.54,0.61,-4.39,-0.133,-0.04,8.755,3.86,10.00 ,not present ,0.00 ,0.00 ,
21/08/2021,03:30:00,8.29,-0.393,1.518,-0.54,0.61,-4.39,-0.134,-0.05,8.755,3.86,9.89 ,not present ,0.00 ,0.00 ,
21/08/2021,04:00:00,8.21,-0.393,1.405,-0.50,0.61,-4.39,-0.222,-0.05,8.755,3.85,9.80 ,not present ,0.00 ,0.00 ,
21/08/2021,04:30:00,8.07,-0.475,1.232,-0.44,0.61,-4.39,-0.402,-0.06,8.755,3.84,9.70 ,not present ,0.00 ,0.00 ,
21/08/2021,05:00:00,7.93,-0.503,1.287,-0.47,0.61,-4.39,-0.237,-0.07,8.755,3.84,9.50 ,not present ,0.00 ,0.00 ,
21/08/2021,05:30:00,7.87,-0.473,1.450,-0.54,0.61,-4.39,-0.055,-0.06,8.755,3.83,9.30 ,not present ,0.00 ,0.00 ,
21/08/2021,06:00:00,7.86,-0.271,1.439,-0.51,0.61,-4.39,-0.024,-0.03,8.755,3.83,9.50 ,not present ,0.00 ,0.00 ,
21/08/2021,06:30:00,7.81,-0.325,1.416,-0.50,0.61,-4.39,-0.156,-0.04,8.755,3.82,9.50 ,not present ,0.00 ,0.00 ,
21/08/2021,07:00:00,7.78,-0.258,1.433,-0.50,0.61,-4.39,-0.057,-0.03,8.755,3.82,9.39 ,not present ,0.00 ,0.00 ,
21/08/2021,07:30:00,7.75,-0.279,1.381,-0.49,0.61,-4.39,-0.240,-0.04,8.755,3.82,9.39 ,not present ,0.00 ,0.00 ,
21/08/2021,08:00:00,7.72,-0.241,1.466,-0.52,0.61,-4.39,-0.051,-0.03,8.755,3.81,9.30 ,not present ,0.00 ,0.00 ,
21/08/2021,08:30:00,7.79,-0.214,1.578,-0.56,0.61,-4.39,0.035,-0.03,8.755,3.81,9.39 ,not present ,0.00 ,0.00 ,
21/08/2021,09:00:00,7.95,-0.024,1.834,-0.63,0.61,-4.39,0.205,0.00,8.755,3.80,9.50 ,not present ,0.00 ,0.00 ,
21/08/2021,09:30:00,8.13,-0.013,1.915,-0.66,0.61,-4.39,0.267,0.00,8.755,3.80,9.80 ,not present ,0.00 ,0.00 ,
21/08/2021,10:00:00,8.45,-0.022,2.108,-0.73,0.61,-4.39,0.367,0.00,8.755,3.80,10.30 ,not present ,0.00 ,0.00 ,
21/08/2021,10:30:00,8.94,0.328,2.728,-0.91,0.61,-4.39,0.769,0.04,8.755,3.80,11.20 ,not present ,0.00 ,0.00 ,
21/08/2021,11:00:00,9.70,0.626,3.459,-1.11,0.61,-4.39,1.173,0.08,8.755,3.79,11.80 ,not present ,0.00 ,0.00 ,
21/08/2021,11:30:00,10.18,0.425,3.415,-1.09,0.61,-4.39,0.936,0.06,8.751,3.79,12.30 ,not present ,0.00 ,0.00 ,
21/08/2021,12:00:00,10.63,0.406,3.938,-1.26,0.61,-4.39,1.236,0.05,8.731,3.79,12.90 ,not present ,0.00 ,0.00 ,
21/08/2021,12:30:00,11.20,0.432,4.215,-1.32,0.61,-4.39,1.100,0.06,8.708,3.79,13.80 ,not present ,0.00 ,0.00 ,
21/08/2021,13:00:00,11.58,0.098,3.490,-1.09,0.61,-4.39,0.646,0.01,8.697,3.78,14.40 ,not present ,0.00 ,0.00 ,
21/08/2021,13:30:00,11.70,-0.207,3.066,-0.98,0.61,-4.39,0.323,-0.02,8.689,3.78,14.40 ,not present ,0.00 ,0.00 ,
21/08/2021,14:00:00,11.92,-0.045,3.530,-1.11,0.61,-4.39,0.425,0.00,8.681,3.78,14.50 ,not present ,0.00 ,0.00 ,
21/08/2021,14:30:00,12.19,0.012,3.913,-1.22,0.61,-4.39,0.409,0.00,8.673,3.78,14.80 ,not present ,0.00 ,0.00 ,
21/08/2021,15:00:00,12.36,0.084,4.097,-1.26,0.61,-4.39,0.586,0.01,8.666,3.78,14.90 ,not present ,0.00 ,0.00 ,
21/08/2021,15:30:00,12.76,0.348,5.107,-1.54,0.61,-4.39,1.135,0.04,8.650,3.77,15.80 ,not present ,0.00 ,0.00 ,
21/08/2021,16:00:00,13.09,0.418,5.234,-1.55,0.61,-4.39,1.043,0.05,8.639,3.77,16.20 ,not present ,0.00 ,0.00 ,
21/08/2021,16:30:00,13.28,0.196,5.226,-1.57,0.61,-4.39,1.053,0.02,8.631,3.77,16.50 ,not present ,0.00 ,0.00 ,
21/08/2021,17:00:00,13.51,0.213,5.215,-1.55,0.61,-4.39,1.022,0.03,8.620,3.77,16.60 ,not present ,0.00 ,0.00 ,
21/08/2021,17:30:00,13.62,0.129,4.829,-1.43,0.61,-4.39,0.713,0.01,8.616,3.77,16.60 ,not present ,0.00 ,0.00 ,
21/08/2021,18:00:00,13.79,-0.050,4.639,-1.38,0.61,-4.39,0.499,0.00,8.612,3.77,16.60 ,not present ,0.00 ,0.00 ,
21/08/2021,18:30:00,13.70,0.090,4.252,-1.24,0.61,-4.39,0.300,0.01,8.612,3.76,16.40 ,not present ,0.00 ,0.00 ,
21/08/2021,19:00:00,13.63,0.044,4.919,-1.47,0.61,-4.39,0.693,0.00,8.616,3.76,16.40 ,not present ,0.00 ,0.00 ,
21/08/2021,19:30:00,13.50,-0.115,4.238,-1.27,0.61,-4.39,0.383,-0.01,8.620,3.76,16.29 ,not present ,0.00 ,0.00 ,
21/08/2021,20:00:00,13.21,-0.450,3.256,-1.01,0.61,-4.39,-0.232,-0.06,8.631,3.76,15.50 ,not present ,0.00 ,0.00 ,
21/08/2021,20:30:00,12.60,-0.901,2.044,-0.68,0.61,-4.39,-0.952,-0.12,8.654,3.76,14.40 ,not present ,0.00 ,0.00 ,
21/08/2021,21:00:00,12.46,-0.969,1.523,-0.52,0.61,-4.39,-1.240,-0.13,8.662,3.82,27.90 ,present ,22.97 ,112.50 ,
21/08/2021,21:30:00,11.52,-1.079,1.229,-0.45,0.61,-4.39,-1.301,-0.15,8.697,3.78,16.20 ,not present ,0.00 ,0.00 ,
21/08/2021,22:00:00,10.67,-1.150,1.024,-0.40,0.61,-4.39,-1.297,-0.16,8.731,3.78,13.10 ,not present ,0.00 ,0.00 ,
21/08/2021,22:30:00,9.85,-1.085,0.729,-0.29,0.61,-4.39,-1.354,-0.15,8.755,3.77,11.20 ,not present ,0.00 ,0.00 ,
21/08/2021,23:00:00,9.18,-1.000,0.863,-0.34,0.61,-4.39,-1.238,-0.14,8.755,3.77,10.30 ,not present ,0.00 ,0.00 ,
21/08/2021,23:30:00,8.68,-0.838,1.030,-0.40,0.61,-4.39,-0.934,-0.12,8.755,3.77,9.89 ,not present ,0.00 ,0.00 ,
22/08/2021,00:00:00,8.23,-0.733,0.973,-0.37,0.61,-4.39,-1.031,-0.10,8.755,3.77,9.39 ,not present ,0.00 ,0.00 ,
22/08/2021,00:30:00,7.83,-0.797,1.035,-0.41,0.61,-4.39,-0.802,-0.11,8.755,3.76,9.20 ,not present ,0.00 ,0.00 ,
22/08/2021,01:00:00,7.48,-0.575,1.134,-0.43,0.61,-4.39,-0.718,-0.08,8.755,3.76,8.80 ,not present ,0.00 ,0.00 ,
22/08/2021,01:30:00,7.25,-0.479,1.314,-0.50,0.61,-4.39,-0.606,-0.06,8.755,3.76,8.70 ,not present ,0.00 ,0.00 ,
22/08/2021,02:00:00,7.11,-0.356,1.489,-0.56,0.61,-4.39,-0.406,-0.05,8.755,3.76,8.70 ,not present ,0.00 ,0.00 ,
22/08/2021,02:30:00,7.10,-0.299,1.731,-0.66,0.61,-4.39,-0.105,-0.04,8.755,3.76,8.70 ,not present ,0.00 ,0.00 ,
22/08/2021,03:00:00,7.20,-0.167,1.940,-0.73,0.61,-4.39,0.015,-0.02,8.755,3.75,8.89 ,not present ,0.00 ,0.00 ,
22/08/2021,03:30:00,7.14,-0.356,1.572,-0.60,0.61,-4.39,-0.143,-0.05,8.755,3.75,8.70 ,not present ,0.00 ,0.00 ,
